index,account_length,total_day_charge,total_eve_minutes,total_night_charge,total_intl_charge,customer_service_calls,churn
2298,86,15.78,159.6,6.69,2.38,1,0
2299,100,37.69,236.1,8.67,2.16,0,0
2300,106,27.13,276.8,10.06,2.38,0,0
2301,104,24.57,180.5,10.17,4.59,2,0
2302,129,27.05,202.5,10.49,3.11,2,0
2303,205,8.48,150.7,8.47,2.73,2,0
2304,93,19.87,232.4,5.75,2.97,0,0
2305,123,25.5,89.8,14.67,3,3,0
2306,99,43.25,159.3,11.9,1.62,1,0
2307,61,46.02,200.7,9.08,2.94,3,0
2308,71,35.19,173.8,8.03,3.27,1,0
2309,4,24.7,303.8,9.27,2.4,0,0
2310,148,39.22,233.8,9.71,3.65,3,0
2311,141,25.76,242.2,13.69,2.92,1,0
2312,56,24.84,196.2,13.95,2.48,0,0
2313,160,43.52,187.4,5.36,3.11,3,0
2314,43,34.03,244.4,9.32,3.13,3,0
2315,42,25.62,246.7,4.67,1.89,2,0
2316,135,31.62,66,9.59,3.48,1,0
2317,106,36.19,187,5.76,1.7,3,0
2318,106,33.12,213.4,8.59,3.11,0,0
2319,83,46.33,253,8.14,2.35,3,0
2320,110,22.97,205.2,7.48,3.16,1,0
2321,153,26.28,263,16.55,4.19,1,0
2322,109,39.19,265.8,12.14,2.86,5,0
2323,31,28.12,203.7,9.08,2.21,1,0
2324,124,24.36,230.7,9.64,2.11,4,1
2325,110,46.09,237,10.8,2.65,2,1
2326,124,43.1,117.9,11.18,3.78,0,0
2327,82,28.41,131.8,8.43,2.54,6,1
2328,122,28.61,87.6,11.12,2.27,1,0
2329,137,17.8,249.8,8.65,2.4,1,0
2330,69,23.02,238.1,8.8,2.86,1,0
2331,46,32.54,361.8,6.64,1.94,1,0
2332,103,26.98,198.4,8.15,2.84,1,0
2333,16,24.62,164.9,10.42,2.21,2,0
2334,119,16.8,146.9,8.58,2.7,3,0
2335,124,26.83,203.2,7.59,2.7,3,1
2336,122,27.71,312.8,9,3.13,1,0
2337,139,30.87,335.7,6.74,2.24,4,0
2338,67,21.93,188,10.58,3.02,2,0
2339,84,14.62,260.7,4.44,2.4,1,0
2340,101,32.96,189.8,8.83,3.4,0,0
2341,40,18.6,244.7,12.46,1.92,0,0
2342,61,32.11,153.6,9.6,2.75,2,0
2343,120,30.58,170,8.58,3.73,1,1
2344,95,31.18,281.3,4.73,2.21,1,0
2345,98,48.98,137.9,9.29,0,0,0
2346,114,28.76,149.9,8.86,1.24,2,0
2347,68,33.24,171.6,9.18,3.65,1,1
2348,149,44.95,219.6,9.02,3.05,2,0
2349,22,35.31,210.6,10.72,2.59,0,0
2350,176,28.82,112.9,2.55,2.35,0,0
2351,152,24.06,263,9.32,0.92,2,0
2352,118,26.32,244,7.18,3.46,0,0
2353,101,22.7,219.6,9.45,3.16,1,0
2354,102,46.44,211.1,9.17,3.54,2,1
2355,118,38.18,225.9,12.11,3.38,2,0
2356,105,46.55,289.7,12.11,1.57,2,1
2357,153,27.12,275.5,7.95,2.73,1,1
2358,71,17.68,197,4.95,3.94,0,0
2359,71,19.62,217.4,10.8,3.54,1,0
2360,68,37.76,199.4,7.31,2.54,2,0
2361,66,19.79,95.6,8.17,2.84,3,0
2362,101,37.01,231.7,8.34,0,3,0
2363,116,22,157.3,9.7,3.59,0,0
2364,54,27.51,273,6.93,3.7,0,0
2365,112,33.8,238.6,13.03,3.11,1,0
2366,122,25.13,147.4,9.16,3.78,1,0
2367,74,44.59,198.9,7.47,1.78,3,0
2368,90,41.89,160.3,7.69,2.05,1,0
2369,112,29.63,140.2,9.69,2.43,4,1
2370,85,31.18,168.8,8.99,2.67,4,0
2371,100,32.62,200.9,12.24,4.91,1,0
2372,114,31.93,154.6,9.63,2.73,2,0
2373,83,44.15,152.7,10.11,2.75,0,0
2374,157,30.67,194,10.23,2.27,0,0
2375,51,8.81,230.2,10.24,2.81,2,0
2376,42,51.66,232.2,6.62,1.57,1,1
2377,101,21.03,172.6,12.62,2.38,1,1
2378,112,35.05,164.5,6.31,3.4,3,0
2379,56,27.93,233.7,8.43,3.19,2,0
2380,53,38.86,132.8,10.22,2.73,9,1
2381,64,34.07,131.1,10.38,2.05,1,0
2382,123,26.23,183,2.43,2.94,0,0
2383,68,20.89,233.5,8.98,2.59,2,0
2384,40,37.54,265.7,9.58,1.73,0,0
2385,132,36.48,251.7,10.84,3.75,0,0
2386,120,34.34,184.3,7.92,2,2,1
2387,108,35.62,109.6,8.54,2.46,6,1
2388,161,50.64,238.1,10.82,2.4,1,1
2389,130,36.18,189.8,7.65,2.86,0,1
2390,122,24.75,284.7,10.27,3.29,0,0
2391,130,25.99,213.2,9.24,2.92,2,0
2392,90,21.32,269.1,10.74,2.97,1,0
2393,139,23.51,80.6,7.37,2.24,0,0
2394,57,32.18,174.9,9.99,3.02,3,0
2395,128,33.88,194.8,13.42,3.86,4,0
2396,127,42.08,108.5,10.44,2.86,2,0
2397,107,50.13,192.8,6.66,3.56,1,1
2398,177,29.82,155.3,8.07,3.11,1,0
2399,121,30.5,143,5.23,3.02,1,0
2400,99,21.56,293.6,7.83,2.27,0,0
2401,126,40.75,281.7,8.26,3.08,1,1
2402,77,24.31,212.2,4.72,4.13,5,1
2403,21,15.62,198.4,7.73,3.51,2,0
2404,56,35.77,176.6,6.74,4.19,1,0
2405,92,34.22,203.7,5.85,1.73,1,1
2406,81,24.75,287.9,8.18,2.48,2,0
2407,139,34.6,200.3,9.63,3.62,1,1
2408,68,39.51,153.3,9.66,2.84,1,0
2409,183,14.71,285.2,8.12,2.35,2,0
2410,90,18.68,220.8,4.68,2.94,0,0
2411,165,26.52,276.1,7.92,2.51,1,0
2412,89,55.47,165.1,7.33,2.03,1,1
2413,59,33.15,198.5,13.69,4,0,0
2414,16,18.7,147.3,8.57,1.73,0,0
2415,114,25.01,161,12.42,2.43,5,1
2416,113,26.52,256.8,7.89,3.21,2,0
2417,120,16.69,186.7,6.6,2.51,2,0
2418,115,35.8,153.1,11.8,2.97,0,0
2419,37,40.78,261.6,9.32,2.4,2,1
2420,100,27.18,179.9,6.95,3.13,2,1
2421,132,33.63,133.9,7.98,2.94,4,1
2422,38,19.62,166.2,8.31,4.1,2,0
2423,1,21.05,236.2,3.29,1,0,0
2424,97,19.99,196.3,7.08,1.73,1,0
2425,55,17.9,197.4,8.44,2.32,2,0
2426,75,18.99,237.3,11.41,3.54,1,0
2427,83,27.08,202.3,10.31,2.57,2,0
2428,40,13.89,210.2,9.54,3.05,6,1
2429,101,40.46,209.6,10.49,2.7,2,0
2430,120,21.78,247.7,8.99,4.21,0,0
2431,183,29.1,193.6,8.84,2.75,1,0
2432,75,18.53,259.3,8.19,3.59,4,1
2433,80,37.4,207.7,7.58,3.27,2,0
2434,88,9.45,242.7,7.93,3.05,0,0
2435,112,48.72,315.3,8.73,2.78,1,0
2436,63,35.29,229,7.32,3.59,1,0
2437,105,18.63,249.3,14.45,2.24,4,1
2438,92,33.52,242.3,8.64,2.97,2,0
2439,177,29.87,168.6,8.95,3.94,1,0
2440,118,34.88,184.8,7.92,1.89,0,0
2441,111,32.83,111.6,10.23,3.27,1,0
2442,82,39.54,153.2,12.9,1.27,3,0
2443,74,17.46,149.3,8.46,2.97,0,0
2444,121,44.73,279.3,5.72,2.62,5,0
2445,131,33.49,201,6.8,3.13,1,0
2446,125,28.78,156,9.49,3.13,2,0
2447,19,34.26,129.2,9.93,3.48,1,0
2448,138,42.67,91.2,6.4,3.73,3,0
2449,119,39.17,225,8.93,2.05,3,0
2450,137,18.67,230.5,11.51,3.21,1,0
2451,182,47.52,203.2,7.84,2.89,2,1
2452,135,29.48,222,2.89,3.7,1,0
2453,134,36.45,211.7,7.43,2.7,1,0
2454,45,16.34,246.8,10.34,2.62,1,0
2455,129,17.24,249.1,7.09,1.92,1,0
2456,142,39.53,181.8,9.14,2.81,4,0
2457,130,29.67,217.5,9.91,3.29,1,0
2458,163,38.08,233.5,13.23,2.38,1,0
2459,105,35.89,176.7,9.97,3.97,4,0
2460,119,18.56,153.1,10.8,2.65,2,0
2461,78,37.4,179.9,8.47,3.11,0,0
2462,92,30.84,164.5,7.69,2.94,2,0
2463,146,30.72,173.7,10.42,2.73,2,0
2464,125,16.41,145.8,7.85,2.54,1,0
2465,88,31.2,170.5,8.72,2.24,3,0
2466,83,18.34,140.4,11.41,2.84,0,0
2467,3,27.37,244.9,8.14,2.08,1,0
2468,152,24.96,285.6,9.61,1.16,1,1
2469,48,25.36,161.9,8.91,2.24,3,0
2470,189,38.73,169.5,9.05,1.51,3,0
2471,95,27.25,202.4,8.6,2,0,0
2472,129,23.43,225.8,6.53,2.75,1,1
2473,66,24.09,268.3,10.86,2.3,0,0
2474,80,33.39,150.3,7.93,2.51,0,0
2475,1,29.78,151.7,10.37,1.43,1,0
2476,84,24.96,171.7,10.55,2.67,1,0
2477,96,29.56,287.4,9.22,2.46,1,0
2478,123,51.88,156.5,12.6,3.56,1,0
2479,116,27.59,279.3,8.67,3.16,3,1
2480,105,25.5,293.8,11.28,2.78,3,0
2481,80,33.58,206.9,7.36,3.05,1,0
2482,157,40.83,153,11.21,2.75,2,0
2483,67,31.65,286.7,7.39,3.48,2,0
2484,141,19.87,276.5,13.05,3.32,0,0
2485,79,40.24,263.5,11.68,3.24,1,0
2486,76,29.44,131.2,7.69,1.46,0,0
2487,111,25.87,137.2,8.37,2.65,0,0
2488,94,30.82,182.4,8.13,1.81,0,0
2489,143,28.53,211,6.91,2.84,4,1
2490,109,29.82,250.7,13.02,2.65,1,0
2491,138,14.89,266.9,9.66,2.65,2,0
2492,73,34.56,141.9,9.03,2.3,0,0
2493,21,15.74,161.9,12.83,3.05,5,1
2494,148,44.69,149.5,6.32,2.19,1,0
2495,103,27.34,155.8,11.44,2.3,1,0
2496,143,24.11,167.3,8.01,2.11,1,0
2497,79,8.6,201.4,6.61,1.13,2,0
2498,89,22.93,156,8.89,2.75,1,0
2499,120,42.86,226.1,7,3.73,1,0
2500,121,36.64,241.8,6.61,2.59,1,0
2501,101,21.22,257.2,8.69,3.62,0,0
2502,115,30.38,271,11.07,4.43,2,0
2503,168,31.14,179.2,13.18,2.67,2,0
2504,90,28.48,139.1,6.23,3.51,1,0
2505,70,25.01,200,10.57,3.38,3,0
2506,138,39.12,212,7.87,3.56,1,0
2507,43,23.09,163.2,10.34,3.4,0,0
2508,117,34.97,136.1,7.17,2.35,2,0
2509,108,12.55,143.4,7.66,2.94,2,0
2510,118,32.18,233.5,12.19,2.7,2,0
2511,169,25.02,161.9,6.39,1.94,3,0
2512,62,23.34,184.2,10.41,2.75,0,0
2513,86,12.02,211,7.86,0,2,0
2514,44,34.78,205.2,7.41,2.89,0,0
2515,111,20.93,213.9,8.32,3.24,5,1
2516,127,22.05,160.8,11.93,3.29,2,0
2517,151,33.78,209.5,12.69,3.35,0,0
2518,53,24.67,233.7,9.39,2.13,2,0
2519,15,22.98,152.5,10.12,2.27,2,0
2520,123,21.2,250.4,9.74,2.11,1,0
2521,137,36.7,145.4,8.41,3.27,1,0
2522,106,20.26,228.4,8.91,2.27,2,0
2523,88,24.53,156.4,9.66,2.11,3,0
2524,106,39.98,220.6,10.63,3.19,1,0
2525,95,29.58,281.1,8.87,2.62,0,0
2526,57,19.55,122.3,11.03,1.73,0,1
2527,184,25.79,178.5,10.31,3.54,2,0
2528,109,26.03,234.1,14.81,2.67,3,0
2529,127,37.16,149.9,9.21,2.48,2,0
2530,82,45.08,178.7,7.86,2.89,2,0
2531,180,24.36,180.5,8.29,2.73,1,0
2532,174,32.35,252.7,9.93,1.94,2,0
2533,92,31.4,262,10.78,3.32,2,1
2534,81,19.6,224.7,6.86,4.86,1,0
2535,125,19.21,169.2,7.05,2.48,2,1
2536,119,50.01,232.5,8.78,2.43,0,1
2537,122,36.65,167.8,9.32,1.73,3,0
2538,34,21.9,208.7,9.09,3.78,1,0
2539,138,35.9,312.5,8.01,2.89,3,1
2540,90,12.1,181.6,8.41,3.48,1,0
2541,73,16.13,253.2,7.88,3.83,2,0
2542,19,44.1,269.7,7.89,2.57,1,1
2543,120,36.69,285.2,8.64,1.86,1,0
2544,160,16.58,268.1,11.49,3.56,3,0
2545,141,24.91,169.9,10.75,2.21,0,0
2546,90,26.84,234,9.45,3.29,2,0
2547,72,23.78,223.6,10.84,3.43,2,0
2548,117,26.04,263.3,6.08,3.21,1,0
2549,79,17.6,319.3,10.8,2.27,2,0
2550,87,31.59,192.3,9,1.78,1,0
2551,102,22.02,354.2,6.55,2.94,1,0
2552,49,40.22,220.9,6.61,2.4,1,0
2553,67,44.27,208.2,9.36,2.7,6,0
2554,107,28.44,163.9,8.37,1.81,2,0
2555,190,30.97,212.3,10.49,2.51,2,0
2556,118,19.21,150.1,9.19,2.92,2,0
2557,120,31.57,235.1,11.54,4.56,0,0
2558,94,23.15,165.1,6.21,2.59,0,0
2559,115,37.84,190.3,9.05,3.11,1,0
2560,61,33.54,264.5,9.47,2.43,1,0
2561,143,24.04,186.4,9.45,2.08,1,0
2562,110,35.36,95.1,8.03,2.16,1,0
2563,104,20.15,177.8,11.51,3.27,1,0
2564,16,26.04,229.7,6.67,2.89,1,0
2565,183,18.41,183.6,7.95,3.65,0,0
2566,147,28.66,187.7,9.74,3.89,2,0
2567,58,42.02,303.7,4.74,2.51,2,1
2568,102,38.11,243.3,6.65,3.24,3,0
2569,123,28.37,221.8,10.98,3.46,3,0
2570,64,20.13,144.1,7.11,2.3,1,0
2571,103,32.45,226.6,10.35,2.11,2,0
2572,152,54.03,152.9,5.55,2.81,1,1
2573,124,53.04,180,7.59,3.46,1,1
2574,97,24.82,203,6.83,3.59,1,0
2575,131,22.37,179.3,11.3,4.19,1,1
2576,57,32.88,231.6,10.18,3,2,0
2577,157,31.47,213,8.82,2.3,2,0
2578,194,32.86,169,10.13,3.19,0,0
2579,66,24.89,196.5,10.35,2.11,1,0
2580,155,12.1,304.4,8.25,2.32,0,0
2581,123,20.94,190,7.66,3.48,4,1
2582,116,34.85,140.9,12.27,2.03,2,0
2583,63,21.88,240.8,10.7,3.46,1,0
2584,64,36.87,211,8.09,3.08,3,0
2585,96,25.5,218.5,9.56,2.65,3,0
2586,53,27.9,206,8.76,3.08,1,0
2587,105,36.04,226.6,8.71,2.4,3,0
2588,53,28.44,194.7,10.65,3.24,2,0
2589,101,26.25,217.2,8.34,3.75,1,0
2590,129,30.14,211.8,10.81,2.51,3,0
2591,122,39.3,267.8,10.81,2.38,1,1
2592,163,34.49,178.6,9.17,3.46,5,0
2593,93,25.43,200.7,8.15,3.86,0,0
2594,115,58.7,203.4,9.79,3.19,1,1
2595,25,45.03,281.2,7.47,2.27,1,1
2596,73,20.74,138.3,10.09,1.57,1,0
2597,120,30.12,270.4,10.42,3.78,2,0
2598,196,22.63,206.5,9.97,2.78,1,0
2599,97,38.27,279.5,10.52,2.38,0,1
2600,148,35.43,174.4,13.98,3.02,1,0
2601,85,29.43,247.2,7.14,3.11,1,0
2602,86,27.61,167,5.8,3.08,2,1
2603,78,47.8,178.2,10.99,1.73,2,0
2604,106,35.41,169.4,4.59,4.29,3,0
2605,147,41.38,273.8,12.73,3.81,2,0
2606,145,38.11,314.9,8.23,4.35,1,1
2607,91,32.18,239.3,4.04,2.67,3,0
2608,81,28.61,270.9,10.01,1.81,4,0
2609,116,39.59,152.1,15.49,2.89,1,0
2610,69,26.35,142.4,6.47,1.59,1,0
2611,135,26.25,203.8,7.14,3.19,0,0
2612,73,39.9,195.7,11.4,2.27,2,0
2613,48,40.8,141,5.8,1.92,1,0
2614,125,50.73,270.5,4.83,3.29,0,1
2615,100,28.22,236.1,6.04,2.94,1,0
2616,165,18.97,213.3,12.04,4.32,0,0
2617,64,29.67,180.2,8.06,2.89,2,0
2618,116,29.84,210.6,13.27,1.86,1,0
2619,147,26.78,189.6,10.22,3,3,1
2620,115,35.05,176.4,13.37,2.97,1,0
2621,84,35.28,201,7.4,2.03,4,0
2622,86,24.62,206.2,11.49,3.13,4,0
2623,134,44,129.5,8.71,2.94,2,0
2624,105,38.57,182.2,9.18,3.13,0,1
2625,88,25.99,171.2,11.57,3.24,2,0
2626,90,26.64,236.5,5.54,3.4,2,0
2627,86,25.64,295.9,11.12,3.38,1,0
2628,37,37.57,204.5,5.31,1.84,4,0
2629,141,54.81,283.2,9.43,1.81,1,1
2630,148,26.11,262.1,10.15,2.65,2,0
2631,163,36.57,138.9,6.58,3.35,2,0
2632,89,29.65,196.7,5.73,3.19,1,0
2633,63,30.69,230,10.46,2.86,0,0
2634,102,20.93,182,11.01,3.4,2,0
2635,76,28.17,257.4,7.69,2.7,1,0
2636,104,34.03,118.7,10.65,1.62,2,0
2637,109,26.32,287.7,9.38,1.59,3,0
2638,105,21.32,261.5,10.87,3.08,2,0
2639,63,31.31,312.6,11.88,3.29,1,0
2640,105,46.7,193.5,13.48,2.92,3,0
2641,68,24.14,241.6,13.59,3.05,1,0
2642,63,25.76,147.8,9.47,2.7,1,0
2643,74,21.22,133,7.21,2.86,3,0
2644,76,30.46,222.9,8.47,3.35,0,0
2645,91,41.89,182,7.09,3.27,2,1
2646,101,39.56,186.4,6.9,3.11,5,0
2647,116,48.96,255.8,10.5,3.62,0,1
2648,131,29.04,236.7,13.25,3.43,1,0
2649,84,36.74,197.5,9.8,2.65,1,0
2650,104,23.58,215.4,7.39,1.32,2,0
2651,108,35.82,238.7,11.41,2.48,3,0
2652,111,30.91,158.1,11.98,2.62,0,0
2653,155,10.47,255.1,10.17,3.35,1,0
2654,66,35.31,196.7,11.78,1.84,1,0
2655,64,37.26,167,7.26,2.7,1,0
2656,69,38.59,258.7,7.64,2.4,2,0
2657,116,41.8,240.1,7.14,2.4,3,0
2658,101,43.74,184.8,4.9,3.65,0,0
2659,15,20.59,216,10.58,4.35,2,0
2660,88,51.26,257.7,5.98,3.62,4,1
2661,197,39.76,218.9,8.23,2.57,0,0
2662,50,16.93,308.7,7.25,3.7,2,1
2663,172,28.87,183.1,17.77,3.43,2,0
2664,188,33.8,166.6,8.93,3.89,1,1
2665,85,19.75,229.7,9.19,2.73,3,0
2666,103,43.5,140.9,13.9,3.27,1,1
2667,136,31.91,221,6.56,2.7,3,0
2668,155,33.3,213.9,3.97,2.32,0,0
2669,145,22,185.4,9.21,0.3,2,0
2670,116,37.57,151,8.06,2.43,2,0
2671,152,23.89,186.8,10.22,2.57,2,0
2672,65,47.24,155.8,11.56,2.48,0,1
2673,180,38.23,250,9.72,1.81,3,1
2674,67,18.55,217.4,8.48,3.46,0,0
2675,60,35.33,123.5,13.12,1.54,0,0
2676,138,35,257.1,9.4,3.27,0,0
2677,44,52.46,150.8,8.94,1.97,4,1
2678,25,41.24,209,9.89,3.89,2,0
2679,145,39.03,138.1,11.29,0.89,1,0
2680,122,28.22,233.9,7.65,2.08,2,0
2681,121,24.62,200.6,9.4,3.59,0,1
2682,55,18.04,123.5,4.34,3.48,0,0
2683,77,37.71,166,9.46,3.56,1,0
2684,12,34.78,212.5,8.19,2.65,2,0
2685,64,36.3,166.6,5.49,3.81,3,0
2686,92,25.84,274.9,7.31,2.7,2,0
2687,125,44.34,163.7,12.23,4.59,1,1
2688,160,28.29,317,7.22,2.7,1,0
2689,79,30.24,167.3,10.07,4.1,0,0
2690,36,39.97,196.8,11.69,1.89,3,0
2691,102,31.76,173.7,11.29,2.62,2,0
2692,138,45.63,174.4,8.71,3.13,1,0
2693,164,32.66,249.8,5.97,1.97,3,0
2694,125,40.92,269.4,8.42,2.73,0,1
2695,72,30.58,149.8,7.57,2.65,2,0
2696,74,53.4,222.4,11.66,3.32,3,1
2697,134,27.54,324.7,7.2,3.21,0,0
2698,145,29.89,274.3,10.2,3.35,1,0
2699,136,18.6,207.5,6.08,3.13,0,0
2700,209,43.37,230.6,9.81,2.3,3,1
2701,66,35.48,173.3,11.91,2.24,3,0
2702,152,36.48,96.6,7.68,2.13,1,0
2703,162,8.36,143.9,9.14,3.27,1,0
2704,72,24.02,134.9,10.24,3.02,2,0
2705,101,43.04,237.9,6.94,2.62,4,0
2706,125,35.02,198.1,6.12,3.56,0,0
2707,46,6.87,172.4,6.53,2.43,2,0
2708,132,49.5,234.2,8.63,2.4,1,1
2709,193,12.1,124.7,7,3.16,0,0
2710,63,44.51,245,9.09,3.97,0,1
2711,124,32.52,261.5,8.2,2.7,1,0
2712,144,22.66,255.5,10.29,3.13,0,0
2713,116,31.21,203.8,7.51,1.62,2,0
2714,189,26.38,195.5,7.65,4.16,1,0
2715,97,48.13,185.4,14.08,1.65,1,0
2716,137,31.71,178,9.7,3.27,2,0
2717,142,27.76,136,11.21,1.16,0,0
2718,84,34.58,182.9,9.62,3.73,1,0
2719,119,30.28,212.8,10.18,2.7,1,0
2720,158,33.3,89.1,13.6,2.78,1,0
2721,50,50.2,127.4,7.51,2.59,1,0
2722,98,23.14,156.3,7.15,2.73,2,0
2723,101,19.4,161.5,7.93,3.51,2,0
2724,182,47.45,180.5,9.79,2.57,2,1
2725,51,28.78,139.5,8.87,3.24,0,0
2726,117,36.45,138,6.69,2.67,2,0
2727,92,43.49,142.7,8.15,3.16,0,0
2728,86,25.19,285.1,7.49,1.67,2,0
2729,122,20.28,223.9,9.54,2.35,2,0
2730,156,32.69,199.9,10.99,4,1,0
2731,127,41.68,217.2,10.94,3.75,0,1
2732,130,36.75,363.7,5.7,4.56,5,1
2733,158,29.31,256.6,10.59,0,2,0
2734,145,29.8,153.3,10.51,3,1,0
2735,90,28.73,188.8,9.6,3.59,0,1
2736,127,0.44,254,10.92,2.48,3,0
2737,109,31.3,211.7,10.93,2.67,1,0
2738,88,30.92,151.5,6.44,2.03,1,0
2739,101,27.22,210,6.26,2.92,0,0
2740,171,32.27,173.7,11.57,2.78,0,0
2741,21,37.94,216.5,9.66,3.35,1,0
2742,145,36.72,225.1,10.56,2.89,2,0
2743,90,33.75,266.6,10.95,2.16,2,0
2744,33,27.12,195.4,4.61,1.92,1,0
2745,61,17.85,180.6,7.83,2.75,2,1
2746,107,34.77,162.4,6.98,3.62,3,0
2747,147,46.58,231.8,12.76,1.67,0,1
2748,117,26.98,181.7,7.98,2.08,2,0
2749,95,39.08,202.4,7.71,3.83,1,0
2750,186,23.43,187.7,6.59,2.35,1,0
2751,128,30.5,270.4,8.59,2.13,0,0
2752,55,23.68,178.3,11.09,2.19,3,0
2753,134,1.33,171.4,8.39,3.48,2,0
2754,96,31.13,147.4,15.76,3.05,1,0
2755,107,35.17,262.4,6.72,2.89,0,0
2756,123,23.8,153.7,2.25,3.38,2,0
2757,35,30.46,283.3,12.84,1.57,2,0
2758,74,30.16,240.3,10.68,3.24,0,0
2759,130,19.65,167.8,6.38,3.4,1,0
2760,137,40.34,176.7,11.85,3.83,0,1
2761,88,30.86,187,9.91,2.84,1,0
2762,80,8.76,164,7.62,2.57,3,0
2763,116,26.47,185.4,8.67,2.21,3,0
2764,123,41.65,265,10.79,4.02,2,0
2765,120,22.39,163.1,9.05,2.89,1,0
2766,146,18.89,313.4,9.71,2.84,1,0
2767,106,15.05,324.8,3.6,2.21,3,0
2768,121,19.72,150.1,11.11,3.24,1,0
2769,137,26.44,133.1,11.39,2.46,1,0
2770,84,18.11,225.7,8.49,1.54,2,0
2771,67,29.78,199.2,9.89,3.56,1,0
2772,161,26.3,177.8,7.78,1.59,4,1
2773,134,42.02,225.5,8.38,1.65,2,1
2774,62,37.13,236.7,8.65,3.56,0,1
2775,120,38.68,234.9,7.49,2.43,1,0
2776,130,31.45,249.5,7.1,2,0,0
2777,20,31.76,253.4,12.29,3.32,2,0
2778,68,27,211.8,8.91,2.78,1,0
2779,112,35.48,212.8,8.01,2.3,0,0
2780,77,31.6,212,12.7,3.05,3,0
2781,109,37.83,169.7,11.89,2.43,2,0
2782,108,34.19,170.7,10.68,3.13,3,0
2783,79,28.54,243.7,9.54,2.46,1,0
2784,119,40.65,243.5,10.39,2.94,3,1
2785,38,29.87,211.8,6.21,2.48,5,1
2786,109,18.9,263.5,10.11,2.43,6,1
2787,78,14.91,214.8,9.06,2.92,1,0
2788,134,41.5,246.9,9,1.94,0,0
2789,47,28.05,127.3,12.8,2.08,2,0
2790,59,21.66,103.3,7.39,2.46,0,0
2791,151,33.12,292.7,10.11,1.49,0,0
2792,129,9.3,256.1,7.95,3,1,0
2793,107,48.18,224.1,10.86,3.89,2,0
2794,137,43.86,246.5,7.79,2.94,0,1
2795,76,15.39,211.7,8.77,2.51,1,0
2796,24,40.05,115.9,8.34,4.37,0,0
2797,169,24.23,231.4,5.9,2.7,2,0
2798,30,9.18,179.3,11.12,2.75,1,0
2799,70,36.52,131,9.76,2.54,3,0
2800,52,42.74,196.6,8.64,2.97,0,1
2801,3,23.63,250.7,12.88,1.65,4,0
2802,38,19.94,208.7,9.15,3.89,2,0
2803,104,44.88,132.2,8,2.86,3,0
2804,27,14.04,204,10.09,2.46,1,0
2805,166,29.89,253.6,5.78,3.08,1,0
2806,13,37.47,211.2,11.67,3.67,2,0
2807,52,36.89,152.3,6.04,3.19,2,0
2808,114,21.93,290,7.97,3.13,1,0
2809,156,25.59,152.9,9.72,0.95,1,0
2810,90,32.86,263.3,9.65,3,0,0
2811,62,32.22,103.8,8.13,2.92,2,0
2812,82,23.43,235.5,12.06,2.97,2,0
2813,52,21.98,142.7,11.62,3.32,3,0
2814,146,19.65,213.6,9.83,2.89,1,0
2815,120,37.72,254.7,11.27,1.94,2,0
2816,130,44.83,186.5,8.79,4.94,1,1
2817,90,10.42,194.4,6.44,3.08,1,0
2818,147,31.25,164.7,5,2.73,1,0
2819,159,28.46,143.8,6.3,2.78,0,1
2820,74,26.2,195.3,12.45,3.56,4,0
2821,130,42.84,170.2,9.41,1.54,0,0
2822,155,27.73,291.7,4.34,3.02,0,0
2823,87,33.71,187,6.01,4.48,2,0
2824,81,55.2,236.4,8.44,3.54,0,1
2825,99,21.81,215.3,6.47,3.86,2,0
2826,131,31.94,200.5,9.12,2.75,2,0
2827,89,21.96,214.1,9.67,2.78,5,1
2828,123,21.34,128.9,11.34,1.7,4,1
2829,130,43.72,224.3,9.18,3.4,1,0
2830,99,21.18,146.4,7.62,2.84,1,0
2831,36,29.77,216.9,10.97,2.67,1,0
2832,87,21.13,173.4,11.53,2.03,3,0
2833,139,46.17,156,6.13,3.13,2,0
2834,189,37.38,143.3,5.88,3.16,1,0
2835,96,31.16,201.4,7.98,2.81,3,0
2836,112,17.19,214.4,8.08,2.78,2,0
2837,75,34.56,228.9,10,3.86,1,0
2838,178,29.82,190,6.24,2.84,2,0
2839,112,45.22,214.6,13.78,3.83,2,1
2840,108,29.17,136.1,8.25,2.92,0,0
2841,100,13.38,225.6,6.77,3.78,0,0
2842,121,36.02,215.1,10.73,2.54,0,0
2843,116,10.83,195.8,9.45,2.7,1,0
2844,161,29.48,213.7,6.37,3.11,1,0
2845,19,40.41,207.1,8.2,1.22,0,0
2846,104,38.4,162.8,12.24,2.73,1,0
2847,119,29.41,209.4,10.4,3.29,0,0
2848,125,38.23,143.8,8.95,2.16,0,0
2849,156,40.41,181.5,8.36,2.08,1,0
2850,109,23.29,217,8.19,2.7,2,0
2851,95,24.23,176.1,8.53,2.21,2,0
2852,90,24.21,126.2,12.34,1.24,1,0
2853,105,24.99,197.3,12.03,2.35,2,0
2854,101,37.45,188.6,12.53,2.86,1,0
2855,95,25.36,260.7,9.05,2.19,1,0
2856,123,34.75,137.5,10.17,2.7,0,0
2857,160,36.86,207.3,10.29,1.51,1,0
2858,141,52.36,247.8,6.88,2,1,0
2859,87,9.86,67.5,8.37,3.11,0,0
2860,81,29.44,236.2,10.81,3.19,2,0
2861,75,35.75,241.8,9.71,3.54,4,0
2862,126,10.01,305.5,7.15,3.27,0,0
